ISBN,Title,AuthorName,AboutAuthor,BookCount,Genres,Description,Lang,BookRating,BookPrice,CoverImage,BookFormat,NumberOfPages,PublishedYear,Publisher,VoteCount
521618746,Hamlet,William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",203,"Plays, Academic, Poetry, Young Adult, Classics, Historical","Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come.",English,4.01,240.8,https://images.gr-assets.com/books/1351051208l/1420.jpg,Paperback,289,8/1/2005,Cambridge University Press,0
2091878235,L'Avare,Molière,"Jean-Baptiste Poquelin, also known by his stage name, Molière, was a French playwright and actor who is considered one of the greatest masters of comedy in Western literature. Among Molière's best-known dramas are , and .From a prosperous family and having studied at the Jesuit Clermont College (now Lycée Louis-le-Grand), Molière was well suited to begin a life in the theatre. Thirteen years as an itinerant actor helped to polish his comic abilities while he also began writing, combining  elements with the more refined French comedy.Through the patronage of a few aristocrats including the brother of Louis XIV, Molière procured a command performance before the King at the Louvre. Performing a classic play by  and a farce of his own, , Molière was granted the use of Salle du Petit-Bourbon at the Louvre, a spacious room appointed for theatrical performances. Later, Molière was granted the use of the Palais-Royal. In both locations he found success among the Parisians with plays such as  and . This royal favour brought a royal pension to his troupe and the title ""Troupe du Roi"" (The King's Troupe). Molière continued as the official author of court entertainments.Though he received the adulation of the court and Parisians, Molière's satires attracted criticisms from moralists and the Church.  and its attack on religious hypocrisy roundly received condemnations from the Church while  was banned from performance. Molière's hard work in so many theatrical capacities began to take its toll on his health and, by 1667, he was forced to take a break from the stage. In 1673, during a production of his final play, , Molière, who suffered from pulmonary tuberculosis, was seized by a coughing fit and a haemorrhage while playing the hypochondriac Argan. He finished the performance but collapsed again and died a few hours later. In his time in Paris, Molière had completely reformed French comedy.",276,"Classics, Plays, Drama, Academic, European Literature, Fiction","Harpagon est un vieillard odieux et avare. Avare jusqu'au ridicule, puisqu'il fait comparaître en justice le chat d'un de ses voisins pour lui avoir mangé le reste d'un gigot ! Avare jusqu'au sordide aussi. Ne cherche-t-il pas à prêter à un taux usuraire l'argent qu'il refuse à son fils ? N'est-il pas prêt à vendre sa fille à qui offre de la prendre sans dot ? Quant à sa prétendue attirance pour Mariane, elle ne résiste pas à sa fascination pour l'or. Peut-être la plus célèbre des comédies de Molière, L'Avare s'inspire largement de l'Aulularia, une pièce de théâtre écrite au IIIe siècle avant J-C par le poète latin Plaute.",French,3.68,240.15,https://images.gr-assets.com/books/1174668666l/428077.jpg,Paperback,79,12/1/2003,Cle Intl,0
2038716617,Le Bourgeois Gentilhomme,Molière,"Jean-Baptiste Poquelin, also known by his stage name, Molière, was a French playwright and actor who is considered one of the greatest masters of comedy in Western literature. Among Molière's best-known dramas are , and .From a prosperous family and having studied at the Jesuit Clermont College (now Lycée Louis-le-Grand), Molière was well suited to begin a life in the theatre. Thirteen years as an itinerant actor helped to polish his comic abilities while he also began writing, combining  elements with the more refined French comedy.Through the patronage of a few aristocrats including the brother of Louis XIV, Molière procured a command performance before the King at the Louvre. Performing a classic play by  and a farce of his own, , Molière was granted the use of Salle du Petit-Bourbon at the Louvre, a spacious room appointed for theatrical performances. Later, Molière was granted the use of the Palais-Royal. In both locations he found success among the Parisians with plays such as  and . This royal favour brought a royal pension to his troupe and the title ""Troupe du Roi"" (The King's Troupe). Molière continued as the official author of court entertainments.Though he received the adulation of the court and Parisians, Molière's satires attracted criticisms from moralists and the Church.  and its attack on religious hypocrisy roundly received condemnations from the Church while  was banned from performance. Molière's hard work in so many theatrical capacities began to take its toll on his health and, by 1667, he was forced to take a break from the stage. In 1673, during a production of his final play, , Molière, who suffered from pulmonary tuberculosis, was seized by a coughing fit and a haemorrhage while playing the hypochondriac Argan. He finished the performance but collapsed again and died a few hours later. In his time in Paris, Molière had completely reformed French comedy.",150,"Classics, Plays, Cultural, Drama, European Literature","est une comédie-ballet, en cinq actes en prose.

 nous raconte l'histoire comique d'un riche bourgeois qui essaye d'imiter la façon de vivre et le comportement des nobles.",French,3.75,249.26,https://images.gr-assets.com/books/1173206702l/257213.jpg,Mass Market Paperback,239,9/1/2003,Larousse,0
521293731,The Winter's Tale,William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",156,"Plays, Drama, Fiction, Classics","The New Cambridge Shakespeare appeals to students worldwide for its up-to-date scholarship and emphasis on performance. The series features line-by-line commentaries and textual notes on the plays and poems and an extensive introduction. The Winter's Tale is one of Shakespeare's most varied, theatrically self-conscious, and emotionally wide-ranging plays. Much of the play's copiousness inheres in its generic intermingling of tragedy, comedy, romance, pastoral, and the history play. In addition to dates and sources, the introduction attends to iterative patterns, the nature and cause of Leontes' jealousy, the staging and meaning of the bear episode, and the thematic and structural implications of the figure of Time. Special attention is paid to the ending and its tempered happiness. Performance history is integrated throughout the introduction and commentary. Appendices include the theatrical practice of doubling.",English,3.69,234.29,https://images.gr-assets.com/books/1327893509l/44133.jpg,Paperback,279,3/1/2007,Cambridge University Press,0
8437600928,La vida es sueño,Pedro Calderón de la Barca,"Pedro Calderón de la Barca y Henao was a dramatist of the Spanish Golden Age.Calderón initiated what has been called the second cycle of Spanish Golden Age theatre. Whereas his predecessor, Lope de Vega, pioneered the dramatic forms and genres of Spanish Golden Age theatre, Calderón polished and perfected them. Whereas Lope's strength lay in the sponteneity and naturalness of his work, Calderón's strength lay in his capacity for poetic beauty, dramatic structure and philosophical depth. Calderón was a perfectionist who often revisited and reworked his plays, even long after they debuted. This perfectionism was not just limited to his own work: many of his plays rework existing plays or scenes by other dramatists, improving their depth, complexity, and unity. (Many European playwrights of the time, such as Molière, Corneille and Shakespeare, reworked old plays in this way.) Calderón excelled above all others in the genre of the ""auto sacramental"", in which he showed a seemingly inexhaustible capacity to giving new dramatic forms to a given set of theological constructs. Calderón wrote 120 ""comedias"", 80 ""autos sacramentales"" and 20 short comedic works called ""entremeses""",150,"Plays, Classics, Drama, European Literature, Fiction","He aquí la creación más lograda y de carácter más universal de Calderón. La vida es sueño es, en síntesis, la plasmación barroca de la idea de la fugacidad de la vida con todos los aditamentos geniales de construcción, caracteres y estilo que el autor supo imprimirle. Con este pesimismo radical sobre el valor de la vida humana se interfiere el libre albedrío como afirmación personal de Segismundo —“¿y teniendo yo más vida / tengo menos libertad?”—. Estos dos principios combinados crean una riqueza enorme de sentidos, que en esta edición son desmenuzados críticamente por Ciriaco Morón Arroyo.",Spanish,3.98,209.56,https://images.gr-assets.com/books/1341266100l/916114.jpg,Paperback,207,12/1/2001,Cátedra,0
486223116,Perrault's Fairy Tales,Charles Perrault,"Charles Perrault was a French author who laid foundations for a new literary genre, the fairy tale, and whose best known tales, offered as if they were pre-existing folk tales, include: Little Red Riding Hood, Sleeping Beauty, Puss in Boots, Cinderella, Bluebeard, Hop o' My Thumb), Diamonds and Toads, Patient Griselda, The Ridiculous Wishes...Perrault's most famous stories are still in print today and have been made into operas, ballets (e.g., Tchaikovsky's Sleeping Beauty), plays, musicals, and films, both live-action and animation.The Brothers Grimm retold their own versions of some of Perrault's fairy tales.",262,"Classics, Childrens, Fantasy, Cultural, Folklore, European Literature, Literature","Here are the original eight stories from the 1697 volume 

 by the great Charles Perrault (1628–1703) in a translation that retains the charming and unsentimental simplicity that has won Perrault a permanent position in French literature. These were among the earliest versions of some of our most familiar fairy tales (""Cinderella,"" ""Sleeping Beauty,"" ""Little Red Riding Hood,"" ""Puss in Boots,"" and ""Tom Thumb"") and are still among the few classic re-tellings of these perennial stories.

In addition to the five well-known tales listed above, Perrault tells three others that are sure to delight any child or adult: ""The Fairies,"" a short and very simple tale of two sisters, one sweet and one spiteful; ""Ricky of the Tuft,"" a very unusual story of a brilliant but ugly prince and a beautiful but stupid princess; and ""Blue Beard,"" a suspense story perhaps more famous as a classic thriller than as a fairy tale. The witty verse morals that Perrault included in the original edition (often omitted in later reprintings) are retained here in verse translations.

This edition also includes 34 extraordinary full-page engravings by Gustave Doré that show clearly why this artist became the foremost illustrator of his time. These illustrations have long been considered the ideal accompaniment to Perrault's fairy tales. In many cases they created the pictorial image that we associate with the stories.

Along with the collections of Andersen, Lang, and the Brothers Grimm, this volume is among the great books of European fairy tales. These stories have been enjoyed by generation after generation of children in many countries, and are here, with magnificent Doré illustrations, waiting to be enjoyed again.",English,4.18,171.16,https://images.gr-assets.com/books/1347874263l/630879.jpg,Paperback,117,6/1/1969,Dover Publications,0
2038716668,Le Malade imaginaire,Molière,"Jean-Baptiste Poquelin, also known by his stage name, Molière, was a French playwright and actor who is considered one of the greatest masters of comedy in Western literature. Among Molière's best-known dramas are , and .From a prosperous family and having studied at the Jesuit Clermont College (now Lycée Louis-le-Grand), Molière was well suited to begin a life in the theatre. Thirteen years as an itinerant actor helped to polish his comic abilities while he also began writing, combining  elements with the more refined French comedy.Through the patronage of a few aristocrats including the brother of Louis XIV, Molière procured a command performance before the King at the Louvre. Performing a classic play by  and a farce of his own, , Molière was granted the use of Salle du Petit-Bourbon at the Louvre, a spacious room appointed for theatrical performances. Later, Molière was granted the use of the Palais-Royal. In both locations he found success among the Parisians with plays such as  and . This royal favour brought a royal pension to his troupe and the title ""Troupe du Roi"" (The King's Troupe). Molière continued as the official author of court entertainments.Though he received the adulation of the court and Parisians, Molière's satires attracted criticisms from moralists and the Church.  and its attack on religious hypocrisy roundly received condemnations from the Church while  was banned from performance. Molière's hard work in so many theatrical capacities began to take its toll on his health and, by 1667, he was forced to take a break from the stage. In 1673, during a production of his final play, , Molière, who suffered from pulmonary tuberculosis, was seized by a coughing fit and a haemorrhage while playing the hypochondriac Argan. He finished the performance but collapsed again and died a few hours later. In his time in Paris, Molière had completely reformed French comedy.",290,"Cultural, Plays, European Literature, Humor"," est la dernière comédie et en même temps la dernière pièce écrite par Molière. Il s'agit d'une comédie-ballet en trois actes.

Dans la satire outrageante de Molière sur la médecine et ses praticiens on peut dire que le riche Argan “jouit” d'une mauvaise santé. Les laxatifs, suppositoires, saignées, et les opinions deuxième et troisième des charlatans éminents sont à l'ordre du jour et l’enfer de Toinette, sa servante qui ose lui contredire. Sa fille Angélique est amoureuse de Cléante, mais Argan veut la marier à Thomas Diafoirus, un médecin qui ne vaut rien, qui peut assurer à son beau-père des soins de santé pour la durée de sa vie. Cléante se déguise en professeur de musique pour pouvoir voir son amour, mais Béline, la deuxième épouse d’Argan, menace de les dénoncer. Une Toinette déguisée, des sages conseils de son frère Béralde, et une scène de mort truquée, vont enfin montrer à Argan qui il peut faire confiance.",French,3.75,152.94,https://images.gr-assets.com/books/1178937647l/857213.jpg,Mass Market Paperback,255,12/1/1998,Larousse,0
140446451,Pensées,Blaise Pascal,"French mathematician and philosopher Blaise Pascal was a contemporary of  and was ten when  was forced to recant his belief that the earth circled the sun. He and  lived in Paris at the same time (1640) including the year  published his famous  (1651). Together with , Pascal created the calculus of probabilities.A near-fatal carriage accident in November 1654 — less than eight years before his death — persuaded him to turn his intellect finally toward religion. The story goes that on the proverbial dark and stormy night, while Pascal was riding in a carriage across a bridge in a Paris suburb, a fright caused the horses to bolt, sending them over the edge. The carriage bearing Pascal survived. Pascal took the incident as a sign and devoted himself to theology. It was at this point that he began writing a series against the Jesuits in 1657 called the .Pascal is perhaps most famous for his Wager ('Pascal's Wager'), which is not as clear in his language as in this summary: ""If Jesus does not exist, the non Christian loses little by believing in him and gains little by not believing. If Jesus does exist, the non Christian gains eternal life by believing and loses an infinite good by not believing.”Sick throughout his life, Pascal died in Paris, probably from a combination of tuberculosis and stomach cancer at age 39. At the last he was a Jansenist Catholic. No one knows if Pascal won his Wager.",197,"Philosophy, Classics, Nonfiction, Religion, Cultural","Blaise Pascal, the precociously brilliant contemporary of Descartes, was a gifted mathematician and physicist, but it is his unfinished apologia for the Christian religion upon which his reputation now rests. The Penseés is a collection of philosohical fragments, notes and essays in which Pascal explores the contradictions of human nature in pscyhological, social, metaphysical and - above all - theological terms. Mankind emerges from Pascal's analysis as a wretched and desolate creature within an impersonal universe, but who can be transformed through faith in God's grace.",English,3.96,257.07,https://images.gr-assets.com/books/1393735440l/449407.jpg,Paperback,334,7/1/1995,Penguin Classics,0
203034785X,Phèdre,Jean Racine,"Jean Baptiste Racine was a French dramatist, one of the ""big three"" of 17th century France (along with Molière and Corneille), and one of the most important literary figures in the Western tradition. Racine was primarily a tragedian, though he did write one comedy.",218,"Plays, Classics, Cultural, Drama, Fiction, European Literature","En 1677, Phèdre, la dernière grande tragédie de Racine, met en scène la mythique descente aux enfers d'une incomprise. Vouée au malheur par son hérédité, Phèdre aime sans espoir son beau-fils Hippolyte. Lorsque son mari, Thésée, revient, il envoie injustement son fils à la mort. On assiste alors à l'empoisonnement d'une femme à la fois innocente et coupable. Ironie tragique qui démontre à quel point l'amour peut se vivre comme une malédiction.",French,3.71,264.88,https://images.gr-assets.com/books/1479741004l/81864.jpg,Mass Market Paperback,55,12/1/1971,Larousse,0
2266127756,Fables,Jean de La Fontaine,"Jean de La Fontaine was the most famous French fabulist and one of the most widely read French poets of the 17th century.According to Flaubert, he was the only French poet to understand and master the texture of the French language before Hugo. A set of postage stamps celebrating La Fontaine and the Fables was issued by France in 1995. A film of his life was released in France in April 2007 (Jean de La Fontaine -  starring Laurent Deutsch).",241,"Cultural, Poetry, Fiction, European Literature, Childrens, Classics","Une tortue, un corbeau, un lièvre, une fourmi, un lion, et même un pot au lait : autant de figures familières qui peuplent, parmi tant d'autres, notre imaginaire, resurgissent régulièrement, et que nous devons toutes au fabuleux talent de Monsieur de La Fontaine. Il est le prince des poètes, lui qui a su transformer une tradition un peu rigide, celle de la fable, en un art exceptionnel, qui charme l'oreille tout en réjouissant l'esprit, réveille les bois, anime les animaux et parvient à toucher tous les hommes.

Moralité : on aurait tort de ne pas se replonger dans la lecture des Fables, qui ravissent les enfants et enchantent les adultes ! Leur pertinence impertinente est sans doute à l'origine de leur succès ininterrompu : qu'on les récite, comme à l'école, qu'on se les répète pour soi seulement ou qu'on se les ""mette en bouche"", comme le fit avec un bonheur évident le comédien Fabrice Luchini, on ne résiste pas au petit plaisir d'une fable.",French,4.04,242.1,https://images.gr-assets.com/books/1327265085l/1151331.jpg,Paperback,482,12/1/2002,Pocket,0
