ISBN,Title,AuthorName,AboutAuthor,BookCount,Genres,Description,Lang,BookRating,BookPrice,CoverImage,BookFormat,NumberOfPages,PublishedYear,Publisher,VoteCount
545010225,Harry Potter and the Deathly Hallows,J.K. Rowling,"Although she writes under the pen name , pronounced like , her name when her first  book was published was simply . Anticipating that the target audience of young boys might not want to read a book written by a woman, her publishers demanded that she use two initials, rather than her full name. As she had no middle name, she chose  as the second initial of her pen name, from her paternal grandmother Kathleen Ada Bulgen Rowling. She calls herself  and has said, ""No one ever called me 'Joanne' when I was young, unless they were angry."" Following her marriage, she has sometimes used the name  when conducting personal business. During the Leveson Inquiry she gave evidence under the name of . In a 2012 interview, Rowling noted that she no longer cared that people pronounced her name incorrectly.Rowling was born to Peter James Rowling, a Rolls-Royce aircraft engineer, and Anne Rowling (née Volant), on 31 July 1965 in Yate, Gloucestershire, England, 10 miles (16 km) northeast of Bristol. Her mother Anne was half-French and half-Scottish. Her parents first met on a train departing from King's Cross Station bound for Arbroath in 1964. They married on 14 March 1965. Her mother's maternal grandfather, Dugald Campbell, was born in Lamlash on the Isle of Arran. Her mother's paternal grandfather, Louis Volant, was awarded the Croix de Guerre for exceptional bravery in defending the village of Courcelles-le-Comte during the First World War.Rowling's sister Dianne was born at their home when Rowling was 23 months old. The family moved to the nearby village Winterbourne when Rowling was four. She attended St Michael's Primary School, a school founded by abolitionist William Wilberforce and education reformer Hannah More. Her headmaster at St Michael's, Alfred Dunn, has been suggested as the inspiration for the  headmaster Albus Dumbledore.As a child, Rowling often wrote fantasy stories, which she would usually then read to her sister. She recalls that: ""I can still remember me telling her a story in which she fell down a rabbit hole and was fed strawberries by the rabbit family inside it. Certainly the first story I ever wrote down (when I was five or six) was about a rabbit called Rabbit. He got the measles and was visited by his friends, including a giant bee called Miss Bee."" At the age of nine, Rowling moved to Church Cottage in the Gloucestershire village of Tutshill, close to Chepstow, Wales. When she was a young teenager, her great aunt, who Rowling said ""taught classics and approved of a thirst for knowledge, even of a questionable kind,"" gave her a very old copy of Jessica Mitford's autobiography, . Mitford became Rowling's heroine, and Rowling subsequently read all of her books.Rowling has said of her teenage years, in an interview with The New Yorker, ""I wasn’t particularly happy. I think it’s a dreadful time of life."" She had a difficult homelife; her mother was ill and she had a difficult relationship with her father (she is no longer on speaking terms with him). She attended secondary school at Wyedean School and College, where her mother had worked as a technician in the science department. Rowling said of her adolescence, ""Hermione [a bookish, know-it-all  character] is loosely based on me. She's a caricature of me when I was eleven, which I'm not particularly proud of."" Steve Eddy, who taught Rowling English when she first arrived, remembers her as ""not exceptional"" but ""one of a group of girls who were bright, and quite good at English."" Sean Harris, her best friend in the Upper Sixth owned a turquoise Ford Anglia, which she says inspired the one in her books.",491,"Fantasy, Young Adult, Fiction","It's no longer safe for Harry at Hogwarts, so he and his best friends, Ron and Hermione, are on the run. Professor Dumbledore has given them clues about what they need to do to defeat the dark wizard, Lord Voldemort, once and for all, but it's up to them to figure out what these hints and suggestions really mean.

Their cross-country odyssey has them searching desperately for the answers, while evading capture or death at every turn. At the same time, their friendship, fortitude, and sense of right and wrong are tested in ways they never could have imagined.

The ultimate battle between good and evil that closes out this final chapter of the epic series takes place where Harry's Wizarding life began: at Hogwarts. The satisfying conclusion offers shocking last-minute twists, incredible acts of courage, powerful new forms of magic, and the resolution of many mysteries.

Above all, this intense, cathartic book serves as a clear statement of the message at the heart of the Harry Potter series: that choice matters much more than destiny, and that love will always triumph over death.",English,4.62,344.92,https://images.gr-assets.com/books/1474171184l/136251.jpg,Hardcover,759,7/21/2007,Arthur A. Levine Books,0
786838655,The Lightning Thief,Rick Riordan,"Rick Riordan is the #1  bestselling author of many books, including the Percy Jackson & the Olympians series. Please follow him on  and via his official .",360,"Fantasy, Young Adult, Fiction","Percy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse—Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena—Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.",English,4.23,132.11,https://images.gr-assets.com/books/1400602609l/28187.jpg,Paperback,375,3/1/2006,Disney Hyperion Books,0
038572179X,Atonement,Ian McEwan,"Ian McEwan was born on 21 June 1948 in Aldershot, England. He studied at the University of Sussex, where he received a BA degree in English Literature in 1970. He received his MA degree in English Literature at the University of East Anglia.McEwan's works have earned him worldwide critical acclaim. He won the Somerset Maugham Award in 1976 for his first collection of short stories ; the Whitbread Novel Award (1987) and the Prix Fémina Etranger (1993) for ; and Germany's Shakespeare Prize in 1999. He has been shortlisted for the Man Booker Prize for Fiction numerous times, winning the award for  in 1998. His novel  received the WH Smith Literary Award (2002), National Book Critics' Circle Fiction Award (2003), Los Angeles Times Prize for Fiction (2003), and the Santiago Prize for the European Novel (2004). He was awarded a CBE in 2000. In 2006, he won the James Tait Black Memorial Prize for his novel  and his novel  was named Galaxy Book of the Year at the 2008 British Book Awards where McEwan was also named Reader's Digest Author of the Year.McEwan lives in London. His most recently published work is  (2016).",431,"Historical, Romance, Classics, Fiction","Ian McEwan’s symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose.

On a hot summer day in 1934, thirteen-year-old Briony Tallis witnesses a moment’s flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant and Cecilia’s childhood friend. But Briony’s incomplete grasp of adult motives—together with her precocious literary gifts—brings about a crime that will change all their lives. As it follows that crime’s repercussions through the chaos and carnage of World War II and into the close of the twentieth century, 

 engages the reader on every conceivable level, with an ease and authority that mark it as a genuine masterpiece.",English,3.88,195.89,https://images.gr-assets.com/books/1320449708l/6867.jpg,Paperback,351,2/1/2003,Anchor Books,0
743454537,My Sister's Keeper,Jodi Picoult,"Jodi Picoult is the author of twenty-three novels, including the #1 New York Times bestsellers Leaving Time, The Storyteller, Lone Wolf, Between the Lines, Sing You Home, House Rules, Handle with Care, Change of Heart, Nineteen Minutes, and My Sister’s Keeper. She lives in New Hampshire with her husband and three children.Her new novel, SMALL GREAT THINGS, is available in hardcover, ebook, and audio on October 11th.Website: Facebook:  Twitter: ",378,"Fiction, Womens Fiction, Contemporary","Anna is not sick, but she might as well be. By age thirteen, she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate -- a life and a role that she has never challenged... until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister—and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves.

A provocative novel that raises some important ethical issues, 

 is the story of one family's struggle for survival at all human costs and a stunning parable for all time.",English,4.06,257.72,https://images.gr-assets.com/books/1369504683l/10917.jpg,Paperback,423,2/1/2005,Washington Square Press,0
142001740,The Secret Life of Bees,Sue Monk Kidd,"Sue was raised in the small town of Sylvester, Georgia. She graduated from Texas Christian University in 1970 and later took creative writing courses at Emory University and Anderson College, as well as studying at Sewanee, Bread Loaf, and other writers’ conferences. In her forties, Kidd turned her attention to writing fiction, winning the South Carolina Fellowship in Literature and the 1996 Poets & Writers Exchange Program in Fiction.When her first novel, , was published by Viking in 2002, it became a genuine literary phenomenon, spending more than 2½ years on the  bestseller list. It has been translated into 36 languages and sold more than 6 million copies in the U.S. and 8 million copies worldwide.  was named the Book Sense Paperback Book of the Year in 2004, long-listed for the 2002 Orange Prize in England, and won numerous awards. spent 24 weeks on the  hardcover bestseller list, reaching the #1 position, and spent 22 weeks on the  trade paperback list. She is also the author of several acclaimed memoirs, including the  bestseller , written with her daughter, Ann Kidd Taylor. Kidd lives in Florida with her husband. Please visit  for more information. Follow Sue on Twitter @SueMonkKidd and Facebook ",498,"Fiction, Historical, Young Adult, Adult Fiction, Classics, Adult, Womens Fiction, Contemporary","Set in South Carolina in 1964, 

 tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town that holds the secret to her mother's past. Taken in by an eccentric trio of black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story women will share and pass on to their daughters for years to come.",English,4.02,138.62,https://images.gr-assets.com/books/1473454532l/37435.jpg,Paperback,336,1/1/2003,Penguin Books,0
143034901,The Shadow of the Wind,Carlos Ruiz Zafón,"Carlos Ruiz Zafón is a Spanish novelist. Born in Barcelona in 1964, he has lived in Los Ángeles, United States, since 1994, and works as a scriptwriter aside from writing novels.His first novel,  (, 1993), earned the Edebé literary prize for young adult fiction. He is also the author of three more young-adult novels,  (1994),  (1995) and  (1999).In 2001 he published the novel  (""The Shadow of the Wind""), his first 'adult' novel, which has sold millions of copies worldwide. Since its publication,  has garnered critical acclaim around the world and has won numerous international awards. Ruiz Zafón's works have been published in more than 40 countries and have been translated into more than 30 languages.",491,"Fiction, Historical, Mystery, Fantasy","The international literary sensation, about a boy's quest through the secrets and shadows of postwar Barcelona for a mysterious author whose book has proved as dangerous to own as it is impossible to forget.

Barcelona, 1945 - just after the war, a great world city lies in shadow, nursing its wounds, and a boy named Daniel awakes on his eleventh birthday to find that he can no longer remember his mother’s face. To console his only child, Daniel’s widowed father, an antiquarian book dealer, initiates him into the secret of the Cemetery of Forgotten Books, a library tended by Barcelona’s guild of rare-book dealers as a repository for books forgotten by the world, waiting for someone who will care about them again. Daniel’s father coaxes him to choose a volume from the spiraling labyrinth of shelves, one that, it is said, will have a special meaning for him. And Daniel so loves the novel he selects, The Shadow of the Wind by one Julian Carax, that he sets out to find the rest of Carax’s work. To his shock, he discovers that someone has been systematically destroying every copy of every book this author has written. In fact, he may have the last one in existence. Before Daniel knows it his seemingly innocent quest has opened a door into one of Barcelona’s darkest secrets, an epic story of murder, magic, madness and doomed love. And before long he realizes that if he doesn’t find out the truth about Julian Carax, he and those closest to him will suffer horribly.

As with all astounding novels, The Shadow of the Wind sends the mind groping for comparisons—The Crimson Petal and the White? The novels of Arturo Pérez-Reverte? Of Victor Hugo? Love in the Time of Cholera?—but in the end, as with all astounding novels, no comparison can suffice. As one leading Spanish reviewer wrote, ""The originality of Ruiz Zafón’s voice is bombproof and displays a diabolical talent. The Shadow of the Wind announces a phenomenon in Spanish literature."" An uncannily absorbing historical mystery, a heart-piercing romance, and a moving homage to the mystical power of books, The Shadow of the Wind is a triumph of the storyteller’s art.",English,4.25,231.03,https://images.gr-assets.com/books/1344545047l/1232.jpg,Paperback,487,1/1/2005,Penguin Books,0
618711651,Extremely Loud and Incredibly Close,Jonathan Safran Foer,"Jonathan Safran Foer is the author of two bestselling, award-winning novels,  and , and a bestselling work of nonfiction, . He lives in Brooklyn, New York.",336,"Fiction, Contemporary, Historical","Nine-year-old Oskar Schell is an inventor, amateur entomologist, Francophile, letter writer, pacifist, natural historian, percussionist, romantic, Great Explorer, jeweller, detective, vegan, and collector of butterflies. When his father is killed in the September 11th attacks on the World Trade Centre, Oskar sets out to solve the mystery of a key he discovers in his father's closet. It is a search which leads him into the lives of strangers, through the five boroughs of New York, into history, to the bombings of Dresden and Hiroshima, and on an inward journey which brings him ever closer to some kind of peace.",English,3.97,242.75,https://images.gr-assets.com/books/1327879967l/4588.jpg,Paperback,326,4/1/2006,Mariner Books,0
1416914285,City of Bones,Cassandra Clare,"Hello Goodreadsers. Here's my official bio:""Cassandra Clare was born overseas and spent her early years traveling around the world with her family and several trunks of fantasy books. Cassandra worked for several years as an entertainment journalist for the Hollywood Reporter before turning her attention to fiction. She is the author of City of Bones, the first book in the Mortal Instruments trilogy and a New York Times bestseller. Cassandra lives with her fiance and their two cats in Massachusetts.""You can find me online at I have a blog:and a Facebook:and a Twitter:I'll be available here on Goodreads to answer questions for a Goodreads Author Discussion starting September 18 — Go sign up so you don't miss the conversation when it starts!",409,"Young Adult, Fantasy, Romance, Fiction, Paranormal","When fifteen-year-old Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder― much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons. Then the body disappears into thin air. It's hard to call the police when the murderers are invisible to everyone else and when there is nothing―not even a smear of blood―to show that a boy has died. Or was he a boy?

This is Clary's first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons. It's also her first encounter with Jace, a Shadowhunter who looks a little like an angel and acts a lot like a jerk. Within twenty-four hours Clary is pulled into Jace's world with a vengeance, when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in ordinary mundanes like Clary and her mother? And how did Clary suddenly get the Sight? The Shadowhunters would like to know... 

Exotic and gritty, exhilarating and utterly gripping, Cassandra Clare's ferociously entertaining fantasy takes readers on a wild ride that they will never want to end.",English,4.12,345.57,https://images.gr-assets.com/books/1432730315l/256683.jpg,Hardcover,485,3/1/2007,Margaret K. McElderry Books,0
62024035,Divergent,Veronica Roth,"Veronica Roth is the #1 New York Times bestselling author of Carve the Mark and the Divergent Series (Divergent, Insurgent, Allegiant, and Four: A Divergent Collection). Her short stories and essays have appeared in Summer Days and Summer Nights, Shards and Ashes, and the upcoming Three Sides of a Heart. The Divergent Series was developed into three major motion pictures.Veronica grew up outside of Chicago and graduated from Northwestern University. She now lives in Chicago proper with her husband and dog and writes full-time. to hear news, writing thoughts, book recommendations, etc.! ",308,"Young Adult, Science Fiction, Fiction, Fantasy","In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.

During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.",English,4.23,240.15,https://images.gr-assets.com/books/1328559506l/13335037.jpg,Paperback,487,2/1/2012,Katherine Tegen Books,0
7442912,Insurgent,Veronica Roth,"Veronica Roth is the #1 New York Times bestselling author of Carve the Mark and the Divergent Series (Divergent, Insurgent, Allegiant, and Four: A Divergent Collection). Her short stories and essays have appeared in Summer Days and Summer Nights, Shards and Ashes, and the upcoming Three Sides of a Heart. The Divergent Series was developed into three major motion pictures.Veronica grew up outside of Chicago and graduated from Northwestern University. She now lives in Chicago proper with her husband and dog and writes full-time. to hear news, writing thoughts, book recommendations, etc.! ",322,"Young Adult, Science Fiction, Fiction, Fantasy","One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.

Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.

 bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature.",English,4.06,279.19,https://images.gr-assets.com/books/1325667729l/11735983.jpg,Hardcover,525,5/1/2012,HarperCollins Children's Books,0
