ISBN,Title,AuthorName,AboutAuthor,BookCount,Genres,Description,Lang,BookRating,BookPrice,CoverImage,BookFormat,NumberOfPages,PublishedYear,Publisher,VoteCount
61120081,To Kill a Mockingbird,Harper Lee,"Harper Lee, known as Nelle, was born in the Alabama town of Monroeville, the youngest of four children of Amasa Coleman Lee and Frances Cunningham Finch Lee. Her father, a former newspaper editor and proprietor, was a lawyer who served on the state legislature from 1926 to 1938. As a child, Lee was a tomboy and a precocious reader, and enjoyed the friendship of her schoolmate and neighbor, the young Truman Capote.After graduating from high school in Monroeville, Lee enrolled at the all-female Huntingdon College in Montgomery (1944-45), and then pursued a law degree at the University of Alabama (1945-50), pledging the Chi Omega sorority. While there, she wrote for several student publications and spent a year as editor of the campus humor magazine, ""Ramma-Jamma"". Though she did not complete the law degree, she studied for a summer in Oxford, England, before moving to New York in 1950, where she worked as a reservation clerk with Eastern Air Lines and BOAC.Lee continued as a reservation clerk until the late 50s, when she devoted herself to writing. She lived a frugal life, traveling between her cold-water-only apartment in New York to her family home in Alabama to care for her father.Having written several long stories, Harper Lee located an agent in November 1956. The following month at the East 50th townhouse of her friends Michael Brown and Joy Williams Brown, she received a gift of a year's wages with a note: ""You have one year off from your job to write whatever you please. Merry Christmas."" Within a year, she had a first draft. Working with J. B. Lippincott & Co. editor Tay Hohoff, she completed  in the summer of 1959. Published July 11, 1960, the novel was an immediate bestseller and won great critical acclaim, including the Pulitzer Prize for Fiction in 1961. It remains a bestseller with more than 30 million copies in print. In 1999, it was voted ""Best Novel of the Century"" in a poll by the Library Journal.",334,"Classics, Fiction, Historical, Academic, Literature, Young Adult","The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic.

Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.",English,4.26,173.11,https://images.gr-assets.com/books/1361975680l/2657.jpg,Paperback,324,5/23/2006,Harper Perennial Modern Classics,0
142000655,East of Eden,John Steinbeck,"John Steinbeck III was an American writer. He wrote the Pulitzer Prize-winning novel The Grapes of Wrath, published in 1939 and the novella Of Mice and Men, published in 1937. In all, he wrote twenty-five books, including sixteen novels, six non-fiction books and several collections of short stories. In 1962 Steinbeck received the Nobel Prize for Literature.Steinbeck grew up in the Salinas Valley region of California, a culturally diverse place of rich migratory and immigrant history. This upbringing imparted a regionalistic flavor to his writing, giving many of his works a distinct sense of place. Steinbeck moved briefly to New York City, but soon returned home to California to begin his career as a writer. Most of his earlier work dealt with subjects familiar to him from his formative years. An exception was his first novel Cup of Gold which concerns the pirate Henry Morgan, whose adventures had captured Steinbeck's imagination as a child.In his subsequent novels, Steinbeck found a more authentic voice by drawing upon direct memories of his life in California. Later he used real historical conditions and events in the first half of 20th century America, which he had experienced first-hand as a reporter. Steinbeck often populated his stories with struggling characters; his works examined the lives of the working class and migrant workers during the Dust Bowl and the Great Depression. His later body of work reflected his wide range of interests, including marine biology, politics, religion, history, and mythology. One of his last published works was Travels with Charley, a travelogue of a road trip he took in 1960 to rediscover America. He died in 1968 in New York of a heart attack and his ashes are interred in Salinas.Seventeen of his works, including The Grapes of Wrath (1940), Cannery Row (1945), The Pearl (1947), and East of Eden (1952), went on to become Hollywood films, and Steinbeck also achieved success as a Hollywood writer, receiving an Academy Award nomination for Best Story in 1944 for Alfred Hitchcock's Lifeboat.",285,"Classics, Fiction, Historical, Literature","In his journal, Nobel Prize winner John Steinbeck called East of Eden “the first book,” and indeed it has the primordial power and simplicity of myth. Set in the rich farmland of California’s Salinas Valley, this sprawling and often brutal novel follows the intertwined destinies of two families—the Trasks and the Hamiltons—whose generations helplessly reenact the fall of Adam and Eve and the poisonous rivalry of Cain and Abel.

Adam Trask came to California from the East to farm and raise his family on the new rich land. But the birth of his twins, Cal and Aaron, brings his wife to the brink of madness, and Adam is left alone to raise his boys to manhood. One boy trhives nurtured by the love of all those around him; the other grows up in loneliness enveloped by a mysterious darkness.

First published in 1952, East of Eden is the work in which Steinbeck created his most mesmerizing characters and explored his most enduring themes: the mystery of identity, the enecplicability of love, and the murderous consequences of love's absence. A masterpiece of Steinbeck's later years, East of Eden is a powerful and vastly ambitious novel that is at once a family saga and a modern retelling of the Book of Genesis.

--jacket flap",English,4.35,253.81,https://images.gr-assets.com/books/1441547516l/4406.jpg,Paperback,601,12/1/2002,Penguin Books,0
64410935,Charlotte's Web,E.B. White,"Elwyn Brooks White was a leading American essayist, author, humorist, poet and literary stylist and author of such beloved children's classics as Charlotte's Web, Stuart Little, and The Trumpet of the Swan. He graduated from Cornell University in 1921 and, five or six years later, joined the staff of The New Yorker magazine. He authored over seventeen books of prose and poetry and was elected to the American Academy of Arts and Letters in 1973. White always said that he found writing difficult and bad for one's disposition.Mr. White has won countless awards, including the 1971 National Medal for Literature and the Laura Ingalls Wilder Medal, which commended him for making “a substantial and lasting contribution to literature for children.”",373,"Classics, Fiction, Childrens","This beloved book by E. B. White, author of Stuart Little and The Trumpet of the Swan, is a classic of children's literature that is ""just about perfect."" This high-quality paperback features vibrant illustrations colorized by Rosemary Wells!

Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the love of a girl named Fern, who saved Wilbur's life when he was born the runt of his litter.

E. B. White's Newbery Honor Book is a tender novel of friendship, love, life, and death that will continue to be enjoyed by generations to come. This edition contains newly color illustrations by Garth Williams, the acclaimed illustrator of E. B. White's Stuart Little and Laura Ingalls Wilder's Little House series, among many other books.

--harpercollins.com",English,4.15,203.05,https://images.gr-assets.com/books/1439632243l/24178.jpg,Paperback,184,10/1/2001,HarperCollinsPublishers,0
618346252,The Fellowship of the Ring,J.R.R. Tolkien,"John Ronald Reuel Tolkien, CBE, was an English writer, poet, WWI veteran (a First Lieutenant in the Lancashire Fusiliers, British Army), philologist, and university professor, best known as the author of the high fantasy classic works  and .Tolkien was Rawlinson and Bosworth Professor of Anglo-Saxon at Oxford from 1925 to 1945, and Merton Professor of English language and literature from 1945 to 1959. He was a close friend of . published a series of works based on his father's extensive notes and unpublished manuscripts, including . These, together with  and , form a connected body of tales, poems, fictional histories, invented languages, and literary essays about an imagined world called Arda, and Middle-earth within it. Between 1951 and 1955, Tolkien applied the word ""legendarium"" to the larger part of these writings. While many other authors had published works of fantasy before Tolkien, the great success of  and  led directly to a popular resurgence of the genre. This has caused Tolkien to be popularly identified as the ""father"" of modern fantasy literature—or more precisely, high fantasy. Tolkien's writings have inspired many other works of fantasy and have had a lasting effect on the entire field.In 2008,  ranked him sixth on a list of ""The 50 greatest British writers since 1945"".  ranked him the 5th top-earning dead celebrity in 2009.J.R.R. Tolkien, was born in South Africa in 1892, but his family moved to Britain when he was about 3 years old. When Tolkien was 8 years old, his mother converted to Catholicism, and he remained a Catholic throughout his life. In his last interview, two years before his death, he unhesitatingly testified, “I’m a devout Roman Catholic.” Tolkien married his childhood sweetheart, Edith, and they had four children. He wrote them letters each year as if from Santa Claus, and a selection of these was published in 1976 as . One of Tolkien’s sons became a Catholic priest. Tolkien was an advisor for the translation of the . Tolkien once described  to his friend Robert Murray, an English Jesuit priest, as ""a fundamentally religious and Catholic work, unconsciously so at first, but consciously in the revision."" There are many theological themes underlying the narrative including the battle of good versus evil, the triumph of humility over pride, and the activity of grace. In addition the saga includes themes which incorporate death and immortality, mercy and pity, resurrection, salvation, repentance, self-sacrifice, free will, justice, fellowship, authority and healing. In addition  ""And lead us not into temptation, but deliver us from evil"" was reportedly present in Tolkien's mind as he described Frodo's struggles against the power of the ""One Ring.''",421,"Classics, Fiction, Adventure, Science Fiction Fantasy","One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind them

In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.

In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.",English,4.34,235.59,https://images.gr-assets.com/books/1298411339l/34.jpg,Paperback,398,9/1/2003,Houghton Mifflin Harcourt,0
385333846,Slaughterhouse-Five,Kurt Vonnegut,"Kurt Vonnegut, Junior was an American novelist, satirist, and most recently, graphic artist. He was recognized as New York State Author for 2001-2003. He was born in Indianapolis, later the setting for many of his novels. He attended Cornell University from 1941 to 1943, where he wrote a column for the student newspaper, the Cornell Daily Sun. Vonnegut trained as a chemist and worked as a journalist before joining the U.S. Army and serving in World War II. After the war, he attended University of Chicago as a graduate student in anthropology and also worked as a police reporter at the City News Bureau of Chicago. He left Chicago to work in Schenectady, New York in public relations for General Electric. He attributed his unadorned writing style to his reporting work. His experiences as an advance scout in the Battle of the Bulge, and in particular his witnessing of the bombing of Dresden, Germany whilst a prisoner of war, would inform much of his work. This event would also form the core of his most famous work, Slaughterhouse-Five, the book which would make him a millionaire. This acerbic 200-page book is what most people mean when they describe a work as ""Vonnegutian"" in scope. Vonnegut was a self-proclaimed humanist and socialist (influenced by the style of Indiana's own Eugene V. Debs) and a lifelong supporter of the American Civil Liberties Union.The novelist is known for works blending satire, black comedy and science fiction, such as Slaughterhouse-Five (1969), Cat's Cradle (1963), and Breakfast of Champions (1973) ",288,"Fiction, Science Fiction, Classics, War, Literature, Historical, Novels, Fantasy","Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the world's great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrim's odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.",English,4.06,183.53,https://images.gr-assets.com/books/1440319389l/4981.jpg,Paperback,275,1/1/1999,Dial Press,0
739326228,Memoirs of a Geisha,Arthur Golden,"Arthur Golden was born in Chattanooga, Tennessee, and was educated at Harvard College, where he received a degree in art history, specializing in Japanese art. In 1980 he earned an M.A. in Japanese history from Columbia University, where he also learned Mandarin Chinese. Following a summer in Beijing University, he worked in Tokyo, and, after returning to the United States, earned an M.A. in English from Boston University. He resides in Brookline, Massachusetts, with his wife and two children. ",419,"Fiction, Historical, Romance, Cultural, Classics","A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.

In 

, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.",English,4.09,280.49,https://images.gr-assets.com/books/1388367666l/930.jpg,Hardcover,434,11/1/2005,Random House Large Print Publishing,0
345453743,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"Douglas Noël Adams was an English author, comic radio dramatist, and musician. He is best known as the author of the  series. Hitchhiker's began on radio, and developed into a ""trilogy"" of five books (which sold more than fifteen million copies during his lifetime) as well as a television series, a comic book series, a computer game, and a feature film that was completed after Adams' death. The series has also been adapted for live theatre using various scripts; the earliest such productions used material newly written by Adams. He was known to some fans as Bop Ad (after his illegible signature), or by his initials ""DNA"".In addition to , Douglas Adams wrote or co-wrote three stories of the science fiction television series Doctor Who and served as Script Editor during the seventeenth season. His other written works include the Dirk Gently novels, and he co-wrote two Liff books and , itself based on a radio series. Adams also originated the idea for the computer game , which was produced by a company that Adams co-founded, and adapted into a novel by Terry Jones. A posthumous collection of essays and other material, including an incomplete novel, was published as  in 2002.His fans and friends also knew Adams as an environmental activist and a lover of fast cars, cameras, the Macintosh computer, and other ""techno gizmos"". Toward the end of his life he was a sought-after lecturer on topics including technology and the environment.",442,"Science Fiction, Fiction, Humor, Fantasy, Classics","At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. 

""The Hitchhiker's Guide to the Galaxy""

Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space.

""The Restaurant at the End of the Universe""

Facing annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat.

""Life, the Universe and Everything""

The unhappy inhabitants of planet Krikkit are sick of looking at the night sky- so they plan to destroy it. The universe, that is. Now only five individuals can avert Armageddon: mild-mannered Arthur Dent and his stalwart crew.

""So Long, and Thanks for All the Fish""

Back on Earth, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription conspires to thrust him back to reality. So to speak.

""Mostly Harmless""

Just when Arthur Dent makes the terrible mistake of starting to enjoy life, all hell breaks loose. Can he save the Earth from total obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter from herself?

Also includes the short story ""Young Zaphod Plays It Safe"".",English,4.38,195.89,https://images.gr-assets.com/books/1404613595l/13.jpg,Paperback,815,4/1/2002,Del Rey Books,0
038549081X,The Handmaid's Tale,Margaret Atwood,"Margaret Atwood was born in 1939 in Ottawa and grew up in northern Ontario, Quebec, and Toronto. She received her undergraduate degree from Victoria College at the University of Toronto and her master's degree from Radcliffe College.Throughout her writing career, Margaret Atwood has received numerous awards and honourary degrees. She is the author of more than thirty-five volumes of poetry, children’s literature, fiction, and non-fiction and is perhaps best known for her novels, which include The Edible Woman (1970), The Handmaid's Tale (1983), The Robber Bride (1994), Alias Grace (1996), and The Blind Assassin, which won the prestigious Booker Prize in 2000. Atwood's dystopic novel, Oryx and Crake, was published in 2003. The Tent (mini-fictions) and Moral Disorder (short stories) both appeared in 2006. Her most recent volume of poetry, The Door, was published in 2007. Her non-fiction book, Payback: Debt and the Shadow Side of Wealth ­ in the Massey series, appeared in 2008, and her most recent novel, The Year of the Flood, in the autumn of 2009. Ms. Atwood's work has been published in more than forty languages, including Farsi, Japanese, Turkish, Finnish, Korean, Icelandic and Estonian. In 2004 she co-invented the Long Pen TM.Margaret Atwood currently lives in Toronto with writer Graeme Gibson. Associations: Margaret Atwood was President of the Writers' Union of Canada from May 1981 to May 1982, and was President of International P.E.N., Canadian Centre (English Speaking) from 1984-1986. She and Graeme Gibson are the Joint Honourary Presidents of the Rare Bird Society within BirdLife International. Ms. Atwood is also a current Vice-President of PEN International.",221,"Fiction, Classics, Science Fiction, Feminism","Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now...",English,4.08,195.24,https://images.gr-assets.com/books/1498057733l/38447.jpg,Paperback,311,3/1/1998,Anchor Books,0
8804492465,Il signore delle mosche,William Golding,"Sir William Gerald Golding was a British novelist, poet, and playwright best known for his 1954 novel . Golding spent two years in Oxford focusing on sciences; however, he changed his educational emphasis to English literature, especially Anglo-Saxon.During World War II, he was part of the Royal Navy which he left five years later. His bellic experience strongly influenced his future novels.Later, he became a teacher and focused on writing.Some of his influences are classical Greek literature, such as Euripides, and , an Anglo-Saxon oeuvre whose author is unknown.The attention given to , Golding's first novel, by college students in the 1950s and 1960s drove literary critics' attention to it.He was awarded the Booker Prize for literature in 1980 for his novel , the first book of the trilogy . He was awarded the Nobel Prize for Literature in 1983 and was knighted in 1988.In 2008,  ranked Golding third on their list of ""The 50 greatest British writers since 1945"".",278,"Classics, Fiction, Young Adult, Academic, Literature","Un aereo cade su un'isola deserta mentre è in corso un conflitto planetario. Sopravvivono solo alcuni ragazzi che si mettono subito all'opera per riorganizzarsi senza l'aiuto ed il controllo degli adulti. Sembra il prologo ideale per un romanzo d'avventura che celebri il pragmatismo e il senso della democrazia britannici. Qualcosa invece comincia a non funzionare come dovrebbe, emergono paure irrazionali e comportamenti asociali, da cui si sviluppa una vicenda che metterà a nudo gli aspetti più selvaggi e repressi della natura umana.",Italian,3.65,203.7,https://images.gr-assets.com/books/1328127138l/2927579.jpg,Paperback,239,12/1/1992,Mondadori,0
385732554,The Giver,Lois Lowry,"Taken from Lowry's website:""I’ve always felt that I was fortunate to have been born the middle child of three. My older sister, Helen, was very much like our mother: gentle, family-oriented, eager to please. Little brother Jon was the only boy and had interests that he shared with Dad; together they were always working on electric trains and erector sets; and later, when Jon was older, they always seemed to have their heads under the raised hood of a car. That left me in-between, and exactly where I wanted most to be: on my own. I was a solitary child who lived in the world of books and my own vivid imagination.Because my father was a career military officer - an Army dentist - I lived all over the world. I was born in Hawaii, moved from there to New York, spent the years of World War II in my mother’s hometown: Carlisle, Pennsylvania, and from there went to Tokyo when I was eleven. High school was back in New York City, but by the time I went to college (Brown University in Rhode Island), my family was living in Washington, D.C.I married young. I had just turned nineteen - just finished my sophomore year in college - when I married a Naval officer and continued the odyssey that military life requires. California. Connecticut (a daughter born there). Florida (a son). South Carolina. Finally Cambridge, Massachusetts, when my husband left the service and entered Harvard Law School (another daughter; another son) and then to Maine - by now with four children under the age of five in tow. My children grew up in Maine. So did I. I returned to college at the University of Southern Maine, got my degree, went to graduate school, and finally began to write professionally, the thing I had dreamed of doing since those childhood years when I had endlessly scribbled stories and poems in notebooks.After my marriage ended in 1977, when I was forty, I settled into the life I have lived ever since. Today I am back in Cambridge, Massachusetts, living and writing in a house dominated by a very shaggy Tibetan Terrier named Bandit. For a change of scenery Martin and I spend time in Maine, where we have an old (it was built in 1768!) farmhouse on top of a hill. In Maine I garden, feed birds, entertain friends, and read...My books have varied in content and style. Yet it seems that all of them deal, essentially, with the same general theme: the importance of human connections. A Summer to Die, my first book, was a highly fictionalized retelling of the early death of my sister, and of the effect of such a loss on a family. Number the Stars, set in a different culture and era, tells the same story: that of the role that we humans play in the lives of our fellow beings.The Giver - and Gathering Blue, and the newest in the trilogy: Messenger - take place against the background of very different cultures and times. Though all three are broader in scope than my earlier books, they nonetheless speak to the same concern: the vital need of people to be aware of their interdependence, not only with each other, but with the world and its environment.My older son was a fighter pilot in the United States Air Force. His death in the cockpit of a warplane tore away a piece of my world. But it left me, too, with a wish to honor him by joining the many others trying to find a way to end conflict on this very fragile earth.I am a grandmother now. For my own grandchildren - and for all those of their generation - I try, through writing, to convey my passionate awareness that we live intertwined on this planet and that our future depends upon our caring more, and doing more, for one another.""",350,"Fiction, Classics, Childrens, Science Fiction, Young Adult","1994 Newbery Medal winner

Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.",English,4.12,235.59,https://images.gr-assets.com/books/1342493368l/3636.jpg,Paperback,208,1/1/2006,Ember,0
