ISBN,Title,AuthorName,AboutAuthor,BookCount,Genres,Description,Lang,BookRating,BookPrice,CoverImage,BookFormat,NumberOfPages,PublishedYear,Publisher,VoteCount
743477111,Romeo and Juliet,William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",127,"Classics, Plays, Fiction, Romance, Academic, Drama, Literature, Young Adult, Poetry","In 

, Shakespeare creates a world of violence and generational conflict in which two young people fall in love and die because of that love. The story is rather extraordinary in that the normal problems faced by young lovers are here so very large. It is not simply that the families of Romeo and Juliet disapprove of the lover's affection for each other; rather, the Montagues and the Capulets are on opposite sides in a blood feud and are trying to kill each other on the streets of Verona. Every time a member of one of the two families dies in the fight, his relatives demand the blood of his killer. Because of the feud, if Romeo is discovered with Juliet by her family, he will be killed. Once Romeo is banished, the only way that Juliet can avoid being married to someone else is to take a potion that apparently kills her, so that she is burried with the bodies of her slain relatives. In this violent, death-filled world, the movement of the story from love at first sight to the union of the lovers in death seems almost inevitable.",English,3.74,243.4,https://images.gr-assets.com/books/1327872146l/18135.jpg,Mass Market Paperback,283,1/1/2004,Washington Square Press,0
198320043,Richard II,William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",214,"Plays, Classics, Fiction, Historical, Poetry, Academic","Richard II is one of Shakespeare’s finest works: lucid, eloquent, and boldly structured. It can be seen as a tragedy, or a historical play, or a political drama, or as one part of a vast dramatic cycle which helped to generate England’s national identity. Today, to some of us, Richard II may appear conservative; but, in Shakespeare’s day, it could appear subversive: ‘I am Richard II’, declared an indignant Queen Elizabeth. Numerous recent revivals in the theatre and on screen have demonstrated the enduring power and poignancy of this drama of the downfall of an egoistic but pitiable monarch.",English,3.76,134.72,https://images.gr-assets.com/books/1347228947l/82397.jpg,Paperback,168,12/1/2003,"Oxford University Press, USA",0
802130860,Monkey: The Journey to the West,Wu Cheng'en,"Wu Cheng'en (simplified Chinese: ; traditional Chinese: 吳承恩; pinyin: Wú Chéng'ēn, ca. 1505–1580 or 1500–1582, courtesy name Ruzhong (汝忠), pen name ""Sheyang Hermit,"" was a Chinese novelist and poet of the Ming Dynasty, best known for being the probable author of one of the Four Great Classical Novels of Chinese literature, , also called .",240,"Classics, Fiction, Cultural, Fantasy","Probably the most popular book in the history of the Far East, this classic sixteenth century novel is a combination of picaresque novel and folk epic that mixes satire, allegory, and history into a rollicking adventure. It is the story of the roguish Monkey and his encounters with major and minor spirits, gods, demigods, demons, ogres, monsters, and fairies. This translation, by the distinguished scholar Arthur Waley, is the first accurate English version; it makes available to the Western reader a faithful reproduction of the spirit and meaning of the original.",English,4.01,219.97,https://images.gr-assets.com/books/1347431752l/100237.jpg,Paperback,306,1/1/1994,Grove Press,0
140445625,A Short Account of the Destruction of the Indies,Bartolomé de las Casas,"Bartolomé de las Casas, O.P. (November 1484 – 18 July 1566), was a 16th-century Spanish historian, social reformer and Dominican friar. He became the first resident Bishop of Chiapas, and the first officially appointed ""Protector of the Indians."" His extensive writings, the most famous being A Short Account of the Destruction of the Indies and Historia de Las Indias, chronicle the first decades of colonization of the West Indies and focus particularly on the atrocities committed by the colonizers against the indigenous peoples.In 1515 he reformed his views, gave up his Indian slaves and encomienda, and advocated, before King Charles V, Holy Roman Emperor, on behalf of rights for the natives. In his early writings he advocated the use of African slaves instead of Natives in the West-Indian colonies; consequently, criticisms have been leveled at him as being partly responsible for the beginning of the Transatlantic slave trade. Later in life, he retracted those early views as he came to see all forms of slavery as equally wrong. In 1522 he attempted to launch a new kind of peaceful colonialism on the coast of Venezuela, but this venture failed causing Las Casas to enter the Dominican Order and become a friar, leaving the public scene for a decade. He then traveled to Central America undertaking peaceful evangelization among the Maya of Guatemala and participated in debates among the Mexican churchmen about how best to bring the natives to the Christian faith. Traveling back to Spain to recruit more missionaries, he continued lobbying for the abolition of the encomienda, gaining an important victory by the passing of the New Laws in 1542. He was appointed Bishop of Chiapas, but served only for a short time before he was forced to return to Spain because of resistance to the New Laws by the encomenderos, and conflicts with Spanish settlers because of his pro-Indian policies and activist religious stances. The remainder of his life was spent at the Spanish court where he held great influence over Indies-related issues. In 1550 he participated in the Valladolid debate; he argued against Juan Ginés de Sepúlveda that the Indians were fully human and that forcefully subjugating them was unjustifiable. Sepúlveda countered that they were less than human and required Spanish masters in order to become civilized.Bartolomé de las Casas spent 50 years of his life actively fighting slavery and the violent colonial abuse of indigenous peoples, especially by trying to convince the Spanish court to adopt a more humane policy of colonization. His efforts resulted in several improvements in the legal status of the natives, and in an increased colonial focus on the ethics of colonialism. Las Casas is often seen as one of the first advocates for universal Human Rights",177,"Classics, Nonfiction, Historical, Cultural","Bartolomé de Las Casas was the first and fiercest critic of Spanish colonialism in the New World. An early traveller to the Americas who sailed on one of Columbus's voyages, Las Casas was so horrified by the wholesale massacre he witnessed that he dedicated his life to protecting the Indian community. He wrote A Short Account of the Destruction of the Indies in 1542, a shocking catalogue of mass slaughter, torture and slavery, which showed that the evangelizing vision of Columbus had descended under later conquistadors into genocide. Dedicated to Philip II to alert the Castilian Crown to these atrocities and demand that the Indians be entitled to the basic rights of humankind, this passionate work of documentary vividness outraged Europe and contributed to the idea of the Spanish 'Black Legend' that would last for centuries.",English,3.73,175.72,https://images.gr-assets.com/books/1388421716l/182061.jpg,Paperback,192,6/1/1992,Penguin Classics,0
762420219,On the Revolutions of Heavenly Spheres,Nicolaus Copernicus,"Polish name: . Polish astronomer and mathematician who, as a student, studied canon law, mathematics, and medicine at Cracow, Bologna, Rome, Padua, and Ferrara. Copernicus became interested in astronomy and published an early description of his ""heliocentric"" model of the solar system in Commentariolus (1512). In this model, the sun Eric Weisstein's World of Astronomy was actually not exactly the center of the solar system, but was slightly offset from the center using a device invented by Ptolemy known as the equant point. The idea that the Sun Eric Weisstein's World of Astronomy was the center of the solar system was not new (similar theories had been proposed by Aristarchus and Nicholas of Cusa), but Copernicus also worked out his system in full mathematical detail. Even though the mathematics in his description was not any simpler than Ptolemy's, it required fewer basic assumptions. By postulating only the rotation of the Earth, Eric Weisstein's World of Astronomy revolution about the sun, Eric Weisstein's World of Astronomy and tilt of Earth's Eric Weisstein's World of Astronomy rotational axis, Copernicus could explain the observed motion of the heavens. However, because Copernicus retained circular orbits, his system required the inclusion of epicycles. Unfortunately, out of fear that his ideas might get him into trouble with the church, Copernicus delayed publication of them.In 1539, Copernicus took on Rheticus as a student and handed over his manuscript to him to write a popularization of the heliocentric theory, published as Narratio Prima in 1540. Shortly before his death, Rheticus convinced Copernicus to allow publication of his original manuscript, and De Revolutionibus Orbium Coelestium was published in 1543. Copernicus proposed his theory as a true description, not just a theory to save appearances. Unlike Buridan and Oresme, he did not think that any theory which saved appearances was valid, instead believing that there could only be a single true theory. When the work was published, however, Andreas Osiander added an unauthorized preface stating that the contents was merely a device to simplify calculations.Copernicus adapted physics to the demands of astronomy, believing that the principles of Ptolemy's system were incorrect, not the math or observations. He was the first person in history to create a complete and general system, combining mathematics, physics, and cosmology. (Ptolemy, for instance, had treated each planet separately.) Copernicus's system was taught in some universities in the 1500s but had not permeated the academic world until approximately 1600. Some people, among whom John Donne and William Shakespeare were the most influential, feared Copernicus's theory, feeling that it destroyed hierarchal natural order which would in turn destroy social order and bring about chaos. Indeed, some people (such as Bruno), used Copernicus's theory to justify radical theological views.Before Copernicus formulated his theory of the solar system, astronomy in Europe had stagnated. After the Almagest had been translated into Latin, European astronomers such as the Austrian mathematician Georg von Peurbach and the German astronomer Regiomontanus proposed no new theories, attempting instead to refine the flawed system already laid out by Ptolemy. The astronomy textbook used for teaching was still The Sphere, the same book that had been in use since the 1200s. Rather than formulating new theories, astronomers had busied themselves in ""saving appearances,"" which consisted of trying to patch it up Ptolemy's cumbersome and inaccurate model. Copernicus, however, wiped the slate clean in a single broad stroke, and proposed a fundamentally different model in which the planets all circled the Sun Eric Weisstein's World of Astronomy in De Revolutionibus Orbium Coelestium. While radically different from Ptolemy's model, Copernicus's heliocentric theory was hardly an original idea.",223,"Science, Nonfiction, Classics, Philosophy","New to our 

 series, this groundbreaking work of astronomy proposed a heliocentric universe in which planets orbited the sun-daring to challenge the Ptolemaic ideal of the earth as the center of the universe. This essay by Copernicus (1473-1543), revolutionized the way we look at the earth's placement in the universe, and paved the way for many great scientists, including Galileo and Isaac Newton, whose theories stemmed from this model. Featuring a biography of Copernicus and an accessible, enlightening introduction, both written by the renowned physicist Stephen Hawking, 

 provides a fascinating look at the theories which shaped our modern understanding of astronomy and physics.",English,4.1,231.68,https://images.gr-assets.com/books/1347276572l/96663.jpg,Paperback,408,12/1/2004,Running Press Book Publishers,0
055321294X,"Henry IV, Part 2",William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",213,"Plays, Classics, Drama, Historical, Fiction","The stirring continuation of the themes begun in 

 again pits a rebellion within the State and that master of misrule, Falstaff, against the maturing of Prince Hal. Alternating scenes between bawdy tavern and regal court, between revelry and politics, Shakespeare probes at the sources, uses, and responsibilities of power as an old king dies and a young king must choose between a ruler's solemn duty and a merry but dissipated friend, Falstaff. The play represents Shakespeare at the peak of his maturity in writing historical drama and comedy.",English,3.8,165.3,https://images.gr-assets.com/books/1347810541l/34431.jpg,Paperback,320,1/1/1988,Bantam Classics,0
1853262439,The Comedy of Errors,William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",228,"Classics, Plays, Drama, Fiction, Humor, Literature, Poetry, European Literature","No Fear Shakespeare gives you the complete text of The Comedy of Errors on the left-hand page, side-by-side with an easy-to-understand translation on the right.",English,3.73,137.32,https://images.gr-assets.com/books/1328543324l/82356.jpg,Paperback,112,9/1/1998,NTC/Contemporary Publishing Company,0
019283410X,The Lives of the Artists,Giorgio Vasari,"Giorgio Vasari was an Italian painter and architect, known for his famous biographies of Italian artists.",103,"Art, Biography, Nonfiction, History, Classics, Cultural","Packed with facts, attributions, and entertaining anecdotes about his contemporaries, Vasari's collection of biographical accounts also presents a highly influential theory of the development of Renaissance art.

Beginning with Cimabue and Giotto, who represent the infancy of art, Vasari considers the period of youthful vigour, shaped by Donatello, Brunelleschi, Ghiberti, and Masaccio, before discussing the mature period of perfection, dominated by the titanic figures of Leonardo, Raphael, and Michelangelo.

This specially commissioned translation contains thirty-six of the most important lives as well as an introduction and explanatory notes.

About the Series:
For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more.",English,3.76,240.8,https://images.gr-assets.com/books/1387708111l/233389.jpg,Paperback,616,7/1/1998,Oxford University Press,0
190343663X,"King Henry VI, Part 2",William Shakespeare,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other playwright.Shakespeare was born and raised in Stratford-upon-Avon. Scholars believe that he died on his fifty-second birthday, coinciding with St George’s Day.At the age of 18 he married Anne Hathaway, who bore him three children: Susanna, and twins Hamnet and Judith. Between 1585 and 1592 he began a successful career in London as an actor, writer, and part owner of the playing company the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, where he died three years later. Few records of Shakespeare's private life survive, and there has been considerable speculation about such matters as his sexuality, religious beliefs, and whether the works attributed to him were written by others.Shakespeare produced most of his known work between 1590 and 1613. His early plays were mainly comedies and histories, genres he raised to the peak of sophistication and artistry by the end of the sixteenth century. Next he wrote mainly tragedies until about 1608, including , and , considered some of the finest examples in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime, and in 1623, two of his former theatrical colleagues published the , a collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's.Shakespeare was a respected poet and playwright in his own day, but his reputation did not rise to its present heights until the nineteenth century. The Romantics, in particular, acclaimed Shakespeare's genius, and the Victorians hero-worshipped Shakespeare with a reverence that George Bernard Shaw called ""bardolatry"". In the twentieth century, his work was repeatedly adopted and rediscovered by new movements in scholarship and performance. His plays remain highly popular today and are consistently performed and reinterpreted in diverse cultural and political contexts throughout the world.According to historians, Shakespeare wrote 37 plays and 154 sonnets throughout the span of his life. Shakespeare's writing average was 1.5 plays a year since he first started writing in 1589. There have been plays and sonnets attributed to Shakespeare that were not authentically written by the great master of language and literature. ",116,"Plays, Classics, Drama, Fiction, Historical","This edition celebrates 

 as one of the most exciting and dynamic plays of the English renaissance theater, with its exploration of power politics and social revolution and its focus on the relationship between divine justice and sin. An extensive discussion of performance history traces the play's progress on stage from abridgement and adaptation to full historical epic. A survey of criticism discusses the wide range of responses provoked by the play's handling of its historical theme, and concludes by focusing on the element of burlesque in the attempted social revolution portrayed. A facsimile of the First Quarto printed by Thomas Creed in 1594 appears as an appendix. Also included are notes about textual variants in the early quartos, a selection of lines that are thought to refer to other plays, a doubling chart, a list of the play's sources, and a genealogy chart.

 has developed a reputation as the pre-eminent critical edition of Shakespeare for its exceptional scholarship, reflected in the thoroughness of each volume. An introduction comprehensively contextualizes the play, chronicling the history and culture that surrounded and influenced Shakespeare at the time of its writing and performance, and closely surveying critical approaches to the work. Detailed appendices address problems like dating and casting, and analyze the differing Quarto and Folio sources. A full commentary by one or more of the play's foremost contemporary scholars illuminates the text, glossing unfamiliar terms and drawing from an abundance of research and expertise to explain allusions and significant background information. Highly informative and accessible, Arden offers the fullest experience of Shakespeare available to a reader.

List of illustrations 

General editors' preface 

Acknowledgements 

Introduction

 Performance

 Abridgement and adaptation

 From abridgement to full text 

 Criticism 

 Augustans to German Romantics

 Victorians and Edwardians

 Tillyard and the Tudor myth

 Brockbank and the anti-Tillyardians

 Providence on trial

 Carnivalesque history

 Seneca, rhetoric and poetry

 Feminism

 History, justice and drama

 Text

 The 'upstart Crow'

 Date, sequence and authorship

 From revision to report

 Acceptance and reaction 

KING HENRY VI, PART 2 

Longer Notes 

Appendices 

1) The First Quarto (1594) 

2) Q1 and Q3 variants 

3) 'Recollections' in 

 

4) Doubling chart 

5) Sources 

6) Genealogical tables 

Abbreviations and references 

Index",English,3.66,246,https://images.gr-assets.com/books/1425430229l/424919.jpg,Paperback,507,12/1/1999,Bloomsbury Arden Shakespeare,0
875525571,Martin Luther's Ninety-Five Theses,Martin Luther,"Martin Luther was a German monk, theologian, university professor and church reformer whose ideas inspired the Protestant Reformation and changed the course of Western civilization.Luther's theology challenged the authority of the papacy by holding that the Bible is the only infallible source of religious authority and that all baptized Christians under Jesus are a spiritual priesthood. According to Luther, salvation was a free gift of God, received only by true repentance and faith in Jesus as the Messiah, a faith given by God and unmediated by the church.Luther's confrontation with Charles V at the Diet of Worms over freedom of conscience in 1521 and his refusal to submit to the authority of the Emperor resulted in his being declared an outlaw of the state as he had been excommunicated from the Roman Catholic Church. Because of the perceived unity of the medieval Church with the secular rulers of western Europe, the widespread acceptance of Luther's doctrines and popular vindication of his thinking on individual liberties were both phenomenal and unprecedented.His translation of the Bible into the vernacular, making it more accessible to ordinary people, had a tremendous political impact on the church and on German culture. It furthered the development of a standard version of the German language, added several principles to the art of translation, and influenced the translation of the English . His hymns inspired the development of congregational singing within Christianity. His marriage to Katharina von Bora set a model for the practice of clerical marriage within Protestantism.Much scholarly debate has concentrated on Luther's writings about the Jews. His statements that Jews' homes should be destroyed, their synagogues burned, money confiscated and liberty curtailed were revived and used in propaganda by the Nazis in 1933–45. As a result of this and his revolutionary theological views, his legacy remains controversial.",198,"Religion, History, Classics, Philosophy, Nonfiction, Church, Spirituality, Literature","The Ninety-Five Theses is a text that everyone knows, most refer to, but few actually read, writes Stephen Nichols. Nevertheless, it is such a crucial text that it deserves to be read widely. Toward that end, Nichols has prepared this edition with an illuminating introduction, explanatory notes, and several illustrations. Martin Luther has left a legacy that continues to enrich the church through his writings..., writes Nichols. All of this may be traced back to the last day in October 1517 and the nailing of the Ninety-Five Theses to the church door.",English,3.86,160.75,https://images.gr-assets.com/books/1348367981l/178747.jpg,Paperback,348,11/1/2005,P & R Publishing,0
