ISBN,Title,AuthorName,AboutAuthor,BookCount,Genres,Description,Lang,BookRating,BookPrice,CoverImage,BookFormat,NumberOfPages,PublishedYear,Publisher,VoteCount
679783261,Pride and Prejudice,Jane Austen,"Jane Austen was an English novelist whose works of romantic fiction, set among the landed gentry, earned her a place as one of the most widely read writers in English literature, her realism and biting social commentary cementing her historical importance among scholars and critics.Austen lived her entire life as part of a close-knit family located on the lower fringes of the English landed gentry. She was educated primarily by her father and older brothers as well as through her own reading. The steadfast support of her family was critical to her development as a professional writer. Her artistic apprenticeship lasted from her teenage years until she was about 35 years old. During this period, she experimented with various literary forms, including the epistolary novel which she tried then abandoned, and wrote and extensively revised three major novels and began a fourth. From 1811 until 1816, with the release of Sense and Sensibility (1811), Pride and Prejudice (1813), Mansfield Park (1814) and Emma (1815), she achieved success as a published writer. She wrote two additional novels, Northanger Abbey and Persuasion, both published posthumously in 1818, and began a third, which was eventually titled Sanditon, but died before completing it.Austen's works critique the novels of sensibility of the second half of the 18th century and are part of the transition to 19th-century realism. Her plots, though fundamentally comic, highlight the dependence of women on marriage to secure social standing and economic security. Her work brought her little personal fame and only a few positive reviews during her lifetime, but the publication in 1869 of her nephew's A Memoir of Jane Austen introduced her to a wider public, and by the 1940s she had become widely accepted in academia as a great English writer. The second half of the 20th century saw a proliferation of Austen scholarship and the emergence of a Janeite fan culture.",346,"Fiction, Classics, Historical, Novels, Romance, Adult, Literature, European Literature","It is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.' Thus memorably begins 

's 

, one of the world's most popular novels. 

--Austen's own 'darling child'--tells the story of fiercely independent Elizabeth Bennett, one of five sisters who must marry rich, as she confounds the arrogant, wealthy Mr. Darcy. What ensues is one of the most delightful and engrossingly readable courtships known to literature, written by a precocious Austen when she was just twenty-one years old.

Humorous and profound, and filled with highly entertaining dialogue, this witty comedy of manners dips and turns through drawing-rooms and plots to reach an immensely satisfying finale. In the words of Eudora Welty, 

 is as 'irresistible and as nearly flawless as any fiction could be.'",English,4.25,134.72,https://images.gr-assets.com/books/1320399351l/1885.jpg,Paperback,279,10/1/2000,Modern Library,0
394709306,The Complete Grimm's Fairy Tales,Jacob Grimm,"Jacob Ludwig Karl Grimm, German philologist, jurist and mythologist, was born at Hanau, in Hesse-Kassel (or Hesse-Cassel). He is best known as the discoverer of Grimm's Law, the author of the monumental , his  and more popularly, with his brother , as one of the Brothers Grimm, as the editor of .(From .)",376,"Classics, Fantasy, Fiction, Childrens","For almost two centuries, the stories of magic and myth gathered by the Brothers Grimm have been part of the way children — and adults — learn about the vagaries of the real world. 

Cinderella, Rapunzel, Snow-White, Hänsel and Gretel, Little Red-Cap (a.k.a. Little Red Riding Hood), and Briar-Rose (a.k.a. Sleeping Beauty) are only a few of more than 200 enchanting characters included here. 

Lyrically translated and beautifully illustrated, the tales are presented just as Jacob and Wilhelm Grimm originally set them down: bold, primal, just frightening enough, and endlessly engaging.",English,4.31,236.24,https://images.gr-assets.com/books/1369540060l/22917.jpg,Paperback,880,9/1/1976,Pantheon Books,0
192840398,Madame Bovary,Gustave Flaubert,"Gustave Flaubert (December 12, 1821 – May 8, 1880) is counted among the greatest Western novelists. He was born in Rouen, Seine-Maritime, in the Haute-Normandie Region of France.Flaubert's curious modes of composition favored and were emphasized by these peculiarities. He worked in sullen solitude, sometimes occupying a week in the completion of one page, never satisfied with what he had composed, violently tormenting his brain for the best turn of a phrase, the most absolutely final adjective. It cannot be said that his incessant labors were not rewarded. His private letters show that he was not one of those to whom easy and correct language is naturally given; he gained his extraordinary perfection with the unceasing sweat of his brow. One of the most severe of academic critics admits that in all his works, and in every page of his works, Flaubert may be considered a model of style.That he was one of the greatest writers who ever lived in France is now commonly admitted, and his greatness principally depends upon the extraordinary vigour and exactitude of his style. Less perhaps than any other writer, not of France, but of modern Europe, Flaubert yields admission to the inexact, the abstract, the vaguely inapt expression which is the bane of ordinary methods of composition. He never allowed a cliché to pass him, never indulgently or wearily went on, leaving behind him a phrase which almost expressed his meaning. Being, as he is, a mixture in almost equal parts of the romanticist and the realist, the marvellous propriety of his style has been helpful to later writers of both schools, of every school. The absolute exactitude with which he adapts his expression to his purpose is seen in all parts of his work, but particularly in the portraits he draws of the figures in his principal romances. The degree and manner in which, since his death, the fame of Flaubert has extended, form an interesting chapter of literary history.The publication of Madame Bovary in 1857 had been followed by more scandal than admiration; it was not understood at first that this novel was the beginning of something new, the scrupulously truthful portraiture of life. Gradually this aspect of his genius was accepted, and began to crowd out all others. At the time of his death he was famous as a realist, pure and simple. Under this aspect Flaubert exercised an extraordinary influence over Émile de Goncourt, Alphonse Daudet and Zola. But even after the decline of the realistic school Flaubert did not lose prestige; other facets of his genius caught the light. It has been perceived that he was not merely realistic, but real; that his clairvoyance was almost boundless; that he saw certain phenomena more clearly than the best of observers had done. Flaubert is a writer who must always appeal more to other authors than to the world at large, because the art of writing, the indefatigable pursuit of perfect expression, were always before him, and because he hated the lax felicities of improvisation as a disloyalty to the most sacred procedures of the literary artist.He can be said to have made cynicism into an art-form, as evinced by this observation from 1846:To be stupid, and selfish, and to have good health are the three requirements for happiness; though if stupidity is lacking, the others are useless. His Oeuvres Complètes (8 vols., 1885) were printed from the original manuscripts, and included, besides the works mentioned already, the two plays, Le Candidat and Le Château des avurs. Another edition (10 vols.) appeared in 1873–1885. Flaubert's correspondence with George Sand was published in 1884 with an introduction by Guy de Maupassant.He has been admired or written about by almost every major literary personality of the 20th century, including philosophers such as Pierre Bourdieu. Georges Perec named Sentimental Education as one of his favou",220,"Classics, Fiction, Cultural, Literature, European Literature","Madame Bovary is the debut novel of French writer Gustave Flaubert, published in 1856. The character lives beyond her means in order to escape the banalities and emptiness of provincial life.

When the novel was first serialized in La Revue de Paris between 1 October 1856 and 15 December 1856, public prosecutors attacked the novel for obscenity. The resulting trial in January 1857 made the story notorious. After Flaubert's acquittal on 7 February 1857, Madame Bovary became a bestseller in April 1857 when it was published in two volumes. A seminal work of literary realism, the novel is now considered Flaubert's masterpiece, and one of the most influential literary works in history.",English,3.65,178.97,https://images.gr-assets.com/books/1335676143l/2175.jpg,Paperback,329,12/1/2004,Oxford University Press,0
141439599,Tess of the D'Urbervilles,Thomas Hardy,"Thomas Hardy, OM, was an English author of the naturalist movement, although in several poems he displays elements of the previous romantic and enlightenment periods of literature, such as his fascination with the supernatural. He regarded himself primarily as a poet and composed novels mainly for financial gain. The bulk of his work, set mainly in the semi-fictional land of Wessex, delineates characters struggling against their passions and circumstances. Hardy's poetry, first published in his 50s, has come to be as well regarded as his novels, especially after The Movement of the 1950s and 1960s. The term  is considered to have originated with Thomas Hardy's serial novel  in 1873. In the novel, Hardy chose to leave one of his protagonists, Knight, literally hanging off a cliff staring into the stony eyes of a trilobite embedded in the rock that has been dead for millions of years. This became the archetypal — and literal — cliff-hanger of Victorian prose.",383,"Classics, Fiction, Literature, Romance, Historical","When Tess Durbeyfield is driven by family poverty to claim kinship with the wealthy D'Urbervilles and seek a portion of their family fortune, meeting her 'cousin' Alec proves to be her downfall. A very different man, Angel Clare, seems to offer her love and salvation, but Tess must choose whether to reveal her past or remain silent in the hope of a peaceful future.",English,3.78,195.24,https://images.gr-assets.com/books/1434302708l/32261.jpg,Paperback,518,1/1/2003,Penguin Classics,0
192835084,The Adventures of Sherlock Holmes,Arthur Conan Doyle,"Sir Arthur Conan Doyle was born the third of ten siblings on 22 May 1859 in Edinburgh, Scotland. His father, Charles Altamont Doyle, was born in England of Irish descent, and his mother, born Mary Foley, was Irish. They were married in 1855.Although he is now referred to as ""Conan Doyle"", the origin of this compound surname (if that is how he meant it to be understood) is uncertain. His baptism record in the registry of St Mary's Cathedral in Edinburgh gives 'Arthur Ignatius Conan' as his Christian name, and simply 'Doyle' as his surname. It also names Michael Conan as his godfather.At the age of nine Conan Doyle was sent to the Roman Catholic Jesuit preparatory school, Hodder Place, Stonyhurst. He then went on to Stonyhurst College, leaving in 1875.From 1876 to 1881 he studied medicine at the University of Edinburgh. This required that he provide periodic medical assistance in the towns of Aston (now a district of Birmingham) and Sheffield. While studying, Conan Doyle began writing short stories. His first published story appeared in """" before he was 20. Following his graduation, he was employed as a ship's doctor on the SS Mayumba during a voyage to the West African coast. He completed his doctorate on the subject of tabes dorsalis in 1885.In 1885 Conan Doyle married Louisa (or Louise) Hawkins, known as ""Touie"". She suffered from tuberculosis and died on 4 July 1906. The following year he married Jean Elizabeth Leckie, whom he had first met and fallen in love with in 1897. Due to his sense of loyalty he had maintained a purely platonic relationship with Jean while his first wife was alive. Jean died in London on 27 June 1940.Conan Doyle fathered five children. Two with his first wife—Mary Louise (28 January 1889 – 12 June 1976), and Arthur Alleyne Kingsley, known as Kingsley (15 November 1892 – 28 October 1918). With his second wife he had three children—Denis Percy Stewart (17 March 1909 – 9 March 1955), second husband in 1936 of Georgian Princess Nina Mdivani (circa 1910 – 19 February 1987; former sister-in-law of Barbara Hutton); Adrian Malcolm (19 November 1910–3 June 1970) and Jean Lena Annette (21 December 1912–18 November 1997).Conan Doyle was found clutching his chest in the hall of Windlesham, his house in Crowborough, East Sussex, on 7 July 1930. He had died of a heart attack at age 71. His last words were directed toward his wife: ""You are wonderful."" The epitaph on his gravestone in the churchyard at Minstead in the New Forest, Hampshire, reads:STEEL TRUEBLADE STRAIGHTARTHUR CONAN DOYLEKNIGHTPATRIOT, PHYSICIAN & MAN OF LETTERSConan Doyle's house, Undershaw, located in Hindhead, south of London, where he had lived for a decade, had been a hotel and restaurant between 1924 and 2004. It now stands empty while conservationists and Conan Doyle fans fight to preserve it.A statue honours Conan Doyle at Crowborough Cross in Crowborough, where Conan Doyle lived for 23 years. There is also a statue of Sherlock Holmes in Picardy Place, Edinburgh, close to the house where Conan Doyle was born.* ",320,"Classics, Mystery, Fiction, Short Stories","Since Doyle created the immortal Sherlock Holmes and his assistant Dr. Watson, no other mystery writer has come close to eclipsing him as the standard bearer in crime fiction. A brilliant London-based ""consulting detective,"" Holmes is famous for his intellectual prowess and renowned for his skillful use of astute observation, deductive reasoning, and inference to solve difficult cases. 

Ten stories: 	

A scandal in Bohemia --

A case of identity --

The Boscombe Valley mystery --

The five orange pips --

The adventure of the blue carbuncle --

The adventure of the speckled band --

The adventure of the engineer's thumb --

The adventure of the noble bachelor --

The adventure of the beryl coronet --

The adventure of the copper beeches.",English,4.3,232.99,https://images.gr-assets.com/books/1164045516l/3590.jpg,Paperback,339,10/22/1998,Oxford University Press,0
143039563,The Adventures of Tom Sawyer,Mark Twain,"Mark Twain, better known by his pen name , was an American author and humorist. He is noted for his novels  (1885), called ""the Great American Novel"", and  (1876).Twain grew up in Hannibal, Missouri, which would later provide the setting for  and . He apprenticed with a printer. He also worked as a typesetter and contributed articles to his older brother Orion's newspaper. After toiling as a printer in various cities, he became a master riverboat pilot on the Mississippi River, before heading west to join Orion. He was a failure at gold mining, so he next turned to journalism. While a reporter, he wrote a humorous story, ""The Celebrated Jumping Frog of Calaveras County,"" which proved to be very popular and brought him nationwide attention. His travelogues were also well-received. Twain had found his calling.He achieved great success as a writer and public speaker. His wit and satire earned praise from critics and peers, and he was a friend to presidents, artists, industrialists, and European royalty.However, he lacked financial acumen. Though he made a great deal of money from his writings and lectures, he squandered it on various ventures, in particular the Paige Compositor, and was forced to declare bankruptcy. With the help of Henry Huttleston Rogers, however, he eventually overcame his financial troubles. Twain worked hard to ensure that all of his creditors were paid in full, even though his bankruptcy had relieved him of the legal responsibility.Born during a visit by Halley's Comet, he died on its return. He was lauded as the ""greatest American humorist of his age"", and  called Twain ""the father of American literature"".",244,"Classics, Fiction, Adventure, Young Adult, Historical","On the banks of the Mississippi River, Tom Sawyer and his friends seek out adventure at every turn. Then one fateful night in the graveyard they witness a murder. The boys make a blood oath never to reveal the secret, and they run away to be pirates in search of hidden treasure. But when Tom gets trapped in a cave with scary Injun Joe, can he escape unharmed?

This Puffin Classic includes a behind-the-scenes journey, including an author profile, a guide to who's who, activities and more…",English,3.9,135.37,https://images.gr-assets.com/books/1404811979l/24583.jpg,Paperback,244,2/1/2006,Penguin Classics,0
142437247,"Moby-Dick or, The Whale",Herman Melville,"Herman Melville was an American novelist, short story writer, essayist, and poet. His first two books gained much attention, though they were not bestsellers, and his popularity declined precipitously only a few years later. By the time of his death he had been almost completely forgotten, but his longest novel, Moby-Dick — largely considered a failure during his lifetime, and most responsible for Melville's fall from favor with the reading public — was rediscovered in the 20th century as one of the chief literary masterpieces of both American and world literature.",326,"Classics, Fiction, Literature, Adventure","""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" 

So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, 

 is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, 

 is also a profound inquiry into character, faith, and the nature of perception.",English,3.47,188.73,https://images.gr-assets.com/books/1327940656l/153747.jpg,Paperback,720,2/21/2003,Penguin Classics,0
753453800,Treasure Island,Robert Louis Stevenson,"Robert Louis Balfour Stevenson was a Scottish novelist, poet, and travel writer, and a leading representative of English literature. He was greatly admired by many authors, including Jorge Luis Borges, Ernest Hemingway, Rudyard Kipling and Vladimir Nabokov.Most modernist writers dismissed him, however, because he was popular and did not write within their narrow definition of literature. It is only recently that critics have begun to look beyond Stevenson's popularity and allow him a place in the Western canon.",303,"Classics, Fiction, Adventure, Young Adult","""For sheer storytelling delight and pure adventure, 

 has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the nevel creates scenes and characters that have firetd the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, 

 is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like 

 that can keep boys and old men happy.'",English,3.82,327.35,https://images.gr-assets.com/books/1485248909l/295.jpg,Hardcover,311,9/1/2001,Kingfisher,0
192833987,War and Peace,Leo Tolstoy,"Leo Tolstoy (Russian: ; commonly  in Anglophone countries) was a Russian writer who primarily wrote novels and short stories. Later in life, he also wrote plays and essays. His two most famous works, the novels  and , are acknowledged as two of the greatest novels of all time and a pinnacle of realist fiction. Many consider Tolstoy to have been one of the world's greatest novelists. Tolstoy is equally known for his complicated and paradoxical persona and for his extreme moralistic and ascetic views, which he adopted after a moral crisis and spiritual awakening in the 1870s, after which he also became noted as a moral thinker and social reformer.His literal interpretation of the ethical teachings of Jesus, centering on the Sermon on the Mount, caused him in later life to become a fervent Christian anarchist and anarcho-pacifist. His ideas on nonviolent resistance, expressed in such works as , were to have a profound impact on such pivotal twentieth-century figures as Mohandas Gandhi and Martin Luther King, Jr.",256,"Classics, Fiction, Historical, Cultural, Literature","From the award-winning translators of 

 and 

 comes this magnificent new translation of Tolstoy's masterwork. 

broadly focuses on Napoleon’s invasion of Russia in 1812 and follows three of the most well-known characters in literature: Pierre Bezukhov, the illegitimate son of a count who is fighting for his inheritance and yearning for spiritual fulfillment; Prince Andrei Bolkonsky, who leaves his family behind to fight in the war against Napoleon; and Natasha Rostov, the beautiful young daughter of a nobleman who intrigues both men.

A s Napoleon’s army invades, Tolstoy brilliantly follows characters from diverse backgrounds—peasants and nobility, civilians and soldiers—as they struggle with the problems unique to their era, their history, and their culture. And as the novel progresses, these characters transcend their specificity, becoming some of the most moving—and human—figures in world literature.",English,4.11,140.57,https://images.gr-assets.com/books/1413215930l/656.jpg,Paperback,1392,6/1/1998,Oxford University Press,0
142437263,The Scarlet Letter,Nathaniel Hawthorne,"Nathaniel Hawthorne was a 19th century American novelist and short story writer. He is seen as a key figure in the development of American literature for his tales of the nation's colonial history.Shortly after graduating from Bowdoin College, Hathorne changed his name to Hawthorne. Hawthorne anonymously published his first work, a novel titled , in 1828. In 1837, he published  and became engaged to Sophia Peabody the next year. He worked at a Custom House and joined a Transcendentalist Utopian community, before marrying Peabody in 1842. The couple moved to The Old Manse in Concord, Massachusetts, later moving to Salem, the Berkshires, then to The Wayside in Concord.  was published in 1850, followed by a succession of other novels. A political appointment took Hawthorne and family to Europe before returning to The Wayside in 1860. Hawthorne died on May 19, 1864, leaving behind his wife and their three children.Much of Hawthorne's writing centers around New England and many feature moral allegories with a Puritan inspiration. His work is considered part of the Romantic movement and includes novels, short stories, and a biography of his friend, the United States President Franklin Pierce.",253,"Classics, Fiction, Historical, Academic, Literature"," In Nathaniel Hawthorne's dark novel, 

, 

. None more so than Hester Prynne, a young, beautiful, and dignified woman, who conceived a child out of wedlock and receives the public punishment of having to always wear 

.

 She refuses to reveal the father of her child, which could lighten her sentence. Her husband, the aptly-named Roger Chillingworth, who Hester thought had died in a shipwreck but was actually being held captive by Native Americans, 

 of her deepest public shaming and vows to get 

. Her lover, Arthur Dimmesdale, remains safely unidentified, but is wracked with guilt.

 Though originally published in 1850, the story is 

 among Hawthorne's Puritan ancestors. In 

, he created a story that 

. His knowledge of their beliefs and his admiration for their way of life was balanced by his concerns about their rigid and oppressive rules.

, this elegantly designed, clothbound edition features an elastic closure and a new introduction by Mike Lee Davis.",English,3.38,226.48,https://images.gr-assets.com/books/1404810944l/12296.jpg,Paperback,238,2/1/2003,Penguin Books,0
